Air Date,Airdate,City,Country,Day,Description,Episode,Latitude,Longitude,Month1,Month,Number of Records,Order,Region,Season,Show,Source,State,Title,Year
1/21/2013,"January 21, 2013",Taipei,Taiwan,21,"In Taipei, Anthony Bourdain visits the second-tallest building in the world. There he discovers pork carved out of jade, learns he can't have a plan in a bar scuffle and sees why scantily-clad women attend funerals.",8,25.032969,121.565418,1,January,1,336,Asia,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Taipei,2013
1/28/2013,"January 28, 2013",New Orleans,United States,28,"In New Orleans, the town of excess, Tony indulges in fresh seafood, drinks Sazerac with Davis Rogan, hits The Kingpin and finishes off his bar crawl with tacos from one of the nation’s top 20 food trucks.",9,29.951066,-90.071532,1,January,1,337,North America,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,Louisiana,New Orleans,2013
2/4/2013,"February 4, 2013",Seattle,United States,4,"Who doesn't love a layover in Seattle? Bourdain indulges in runny and smelly cheeses at Calf and Kid, checks out the aerial view of the city from a seaplane and gets a not-so-family-friendly tour of Seattle's historical underbelly.",10,47.606209,-122.332071,2,February,1,338,North America,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,Washington,Seattle,2013
4/14/2013,"April 14, 2013",Bagan,Myanmar,14,"With the slight relaxation of control by the government of Myanmar (Burma), Tony is finally able to explore one of the most fabled and beautiful areas of Asia.",1,21.171727,94.858546,4,April,1,339,Asia,1,Parts Unknown,https://www.pogdesign.co.uk/cat/Anthony-Bourdain-Parts-Unknown/Season-1/Episode-1,,Myanmar,2013
4/14/2013,"April 14, 2013",Yangon,Myanmar,14,"With the slight relaxation of control by the government of Myanmar (Burma), Tony is finally able to explore one of the most fabled and beautiful areas of Asia.",1,16.866069,96.195132,4,April,1,340,Asia,1,Parts Unknown,https://www.imdb.com/title/tt2849368/locations?ref_=tt_dt_dt,,Myanmar,2013
4/21/2013,"April 21, 2013",Koreatown,United States,21,"Tony visits the three square-mile area of Los Angeles known as Koreatown, where he finds a tight-knit community still marked by the 1992 Rodney King riots. Tony travels throughout the community with chef Roy Choi and artist David Choe to see how much the town has evolved and how other cultures have integrated into Koreatown, and to see what it was like to grow up Korean American.",2,34.060988,-118.302358,4,April,1,341,North America,1,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,California,"Koreatown, Los Angeles",2013
4/21/2013,"April 21, 2013",Venice,United States,21,"Tony visits the three square-mile area of Los Angeles known as Koreatown, where he finds a tight-knit community still marked by the 1992 Rodney King riots. Tony travels throughout the community with chef Roy Choi and artist David Choe to see how much the town has evolved and how other cultures have integrated into Koreatown, and to see what it was like to grow up Korean American.",2,33.985047,-118.469483,4,April,1,342,North America,1,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,California,"Koreatown, Los Angeles",2013
4/21/2013,"April 21, 2013",Los Feliz,United States,21,"Tony visits the three square-mile area of Los Angeles known as Koreatown, where he finds a tight-knit community still marked by the 1992 Rodney King riots. Tony travels throughout the community with chef Roy Choi and artist David Choe to see how much the town has evolved and how other cultures have integrated into Koreatown, and to see what it was like to grow up Korean American.",2,34.106331,-118.28482,4,April,1,343,North America,1,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,California,"Koreatown, Los Angeles",2013
4/21/2013,"April 21, 2013",Whittier Boulevard,United States,21,"Tony visits the three square-mile area of Los Angeles known as Koreatown, where he finds a tight-knit community still marked by the 1992 Rodney King riots. Tony travels throughout the community with chef Roy Choi and artist David Choe to see how much the town has evolved and how other cultures have integrated into Koreatown, and to see what it was like to grow up Korean American.",2,34.020798,-118.159085,4,April,1,344,North America,1,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,California,"Koreatown, Los Angeles",2013
4/28/2013,"April 28, 2013",Bogotá,Colombia,28,The public face of Colombia has changed immensely over the past ten years and is still changing for the better. Tony will explore several regions of the country from the mountains down to the Caribbean coast to the coca leaf growing inland formerly controlled by drug cartels.,3,4.710989,-74.072092,4,April,1,345,South America,1,Parts Unknown,https://www.imdb.com/title/tt2849394/locations?ref_=tt_dt_dt,,Colombia,2013
4/28/2013,"April 28, 2013",Guaviare,Colombia,28,The public face of Colombia has changed immensely over the past ten years and is still changing for the better. Tony will explore several regions of the country from the mountains down to the Caribbean coast to the coca leaf growing inland formerly controlled by drug cartels.,3,2.043924,-72.331113,4,April,1,346,South America,1,Parts Unknown,https://www.imdb.com/title/tt2849394/locations?ref_=tt_dt_dt,,Colombia,2013
4/28/2013,"April 28, 2013",La Guajira,Colombia,28,The public face of Colombia has changed immensely over the past ten years and is still changing for the better. Tony will explore several regions of the country from the mountains down to the Caribbean coast to the coca leaf growing inland formerly controlled by drug cartels.,3,11.354774,-72.520483,4,April,1,347,South America,1,Parts Unknown,https://www.imdb.com/title/tt2849394/locations?ref_=tt_dt_dt,,Colombia,2013
4/28/2013,"April 28, 2013",Meta,Colombia,28,The public face of Colombia has changed immensely over the past ten years and is still changing for the better. Tony will explore several regions of the country from the mountains down to the Caribbean coast to the coca leaf growing inland formerly controlled by drug cartels.,3,3.27199,-73.087749,4,April,1,348,South America,1,Parts Unknown,https://www.imdb.com/title/tt2849394/locations?ref_=tt_dt_dt,,Colombia,2013
4/28/2013,"April 28, 2013",Valle del Cauca,Colombia,28,The public face of Colombia has changed immensely over the past ten years and is still changing for the better. Tony will explore several regions of the country from the mountains down to the Caribbean coast to the coca leaf growing inland formerly controlled by drug cartels.,3,3.800889,-76.641271,4,April,1,349,South America,1,Parts Unknown,https://www.imdb.com/title/tt2849394/locations?ref_=tt_dt_dt,,Colombia,2013
5/5/2013,"May 5, 2013",Montreal,Canada,5,"Bourdain travels to the province of Quebec where he samples local delicacies in Montreal and Quebec City and explores ice fishing and beaver hunting and spends time with two of the funniest and most brilliant chefs/restaurateurs in Canada, Joe Beef's Dave McMillan and Fred Morin.",4,45.501689,-73.567256,5,May,1,350,North America,1,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Quebec,2013
5/5/2013,"May 5, 2013",Quebec City,Canada,5,"Bourdain travels to the province of Quebec where he samples local delicacies in Montreal and Quebec City and explores ice fishing and beaver hunting and spends time with two of the funniest and most brilliant chefs/restaurateurs in Canada, Joe Beef's Dave McMillan and Fred Morin.",4,46.813878,-71.207981,5,May,1,351,North America,1,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Quebec,2013
5/12/2013,"May 12, 2013",Tangier,Morocco,12,"Tony explores the ""Interzone"", where artists like Burroughs, Bowles and the Rolling Stones sought escape from western moral prohibitions and the possibilities of great empty spaces.",5,35.759465,-5.833954,5,May,1,352,Africa,1,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Morocco (Tangier),2013
5/19/2013,"May 19, 2013",Al Khums,Libya,19,"Libyan hip-hop, Italian restaurants, tribal allegiances and post-war uncertainty in Libya. Bourdain looks at the country through personal stories, food—and the music of anti-Qaddafi rapper expats who returned to fight.",6,32.650951,14.267899,5,May,1,353,Africa,1,Parts Unknown,https://www.imdb.com/title/tt2849400/locations?ref_=tt_dt_dt,,Libya,2013
5/19/2013,"May 19, 2013",Misrata,Libya,19,"Libyan hip-hop, Italian restaurants, tribal allegiances and post-war uncertainty in Libya. Bourdain looks at the country through personal stories, food—and the music of anti-Qaddafi rapper expats who returned to fight.",6,32.325588,15.099256,5,May,1,354,Africa,1,Parts Unknown,https://www.imdb.com/title/tt2849400/locations?ref_=tt_dt_dt,,Libya,2013
5/19/2013,"May 19, 2013",Murqub,Libya,19,"Libyan hip-hop, Italian restaurants, tribal allegiances and post-war uncertainty in Libya. Bourdain looks at the country through personal stories, food—and the music of anti-Qaddafi rapper expats who returned to fight.",6,32.459968,14.100133,5,May,1,355,Africa,1,Parts Unknown,https://www.imdb.com/title/tt2849400/locations?ref_=tt_dt_dt,,Libya,2013
5/19/2013,"May 19, 2013",Tripoli,Libya,19,"Libyan hip-hop, Italian restaurants, tribal allegiances and post-war uncertainty in Libya. Bourdain looks at the country through personal stories, food—and the music of anti-Qaddafi rapper expats who returned to fight.",6,35.75982,-5.834237,5,May,1,356,Africa,1,Parts Unknown,https://en.wikipedia.org/wiki/Anthony_Bourdain:_Parts_Unknown,,Libya,2013
6/2/2013,"June 2, 2013",Chiclayo,Peru,2,"Tony and his friend, world-renowned chef Eric Ripert, explore the far reaches of indigenous Andes in search of a rare variety of wild cocoa that is said to be the best in the world. They move from hip, modern Lima back in time into pre-Columbian Peru.",7,-6.776597,-79.844298,6,June,1,357,South America,1,Parts Unknown,https://www.imdb.com/title/tt2849408/locations?ref_=tt_dt_dt,,Peru,2013
6/2/2013,"June 2, 2013",Lima,Peru,2,"Tony and his friend, world-renowned chef Eric Ripert, explore the far reaches of indigenous Andes in search of a rare variety of wild cocoa that is said to be the best in the world. They move from hip, modern Lima back in time into pre-Columbian Peru.",7,-12.046373,-77.042754,6,June,1,358,South America,1,Parts Unknown,https://www.imdb.com/title/tt2849408/locations?ref_=tt_dt_dt,,Peru,2013
6/9/2013,"June 9, 2013",Goma,Democratic Republic of the Congo,9,"Tony visits Congo, the setting of one of his favorite books, Joseph Conrad's Heart of Darkness, and the basis for one of his favorite movies, Apocalypse Now.",8,-1.658501,29.220455,6,June,1,359,Africa,1,Parts Unknown,https://www.imdb.com/title/tt2849384/locations?ref_=tt_dt_dt,,Congo,2013
6/9/2013,"June 9, 2013",Kisangani,Democratic Republic of the Congo,9,"Tony visits Congo, the setting of one of his favorite books, Joseph Conrad's Heart of Darkness, and the basis for one of his favorite movies, Apocalypse Now.",8,0.51853,25.200773,6,June,1,360,Africa,1,Parts Unknown,https://www.imdb.com/title/tt2849384/locations?ref_=tt_dt_dt,,Congo,2013
9/15/2013,"September 15, 2013",Aida,Palestine,15,"The host and crew make their first trip to Israel, the West Bank and Gaza. While the political situation is often tense between the people living in these areas, Bourdain concentrates on their rich history; food and culture; and spends time with local chefs, home cooks, writers and amateur foodies.",2,31.94657,35.302723,9,September,1,361,Middle East,2,Parts Unknown,https://www.imdb.com/title/tt3285356/?ref_=ttep_ep1,,Jerusalem,2013
9/15/2013,"September 15, 2013",Bethlehem,Palestine,15,"The host and crew make their first trip to Israel, the West Bank and Gaza. While the political situation is often tense between the people living in these areas, Bourdain concentrates on their rich history; food and culture; and spends time with local chefs, home cooks, writers and amateur foodies.",2,31.705382,35.202442,9,September,1,362,Middle East,2,Parts Unknown,https://www.imdb.com/title/tt3285356/?ref_=ttep_ep1,,Jerusalem,2013
9/15/2013,"September 15, 2013",Bror Hayil,Israel,15,"The host and crew make their first trip to Israel, the West Bank and Gaza. While the political situation is often tense between the people living in these areas, Bourdain concentrates on their rich history; food and culture; and spends time with local chefs, home cooks, writers and amateur foodies.",2,31.556985,34.646547,9,September,1,363,Middle East,2,Parts Unknown,https://www.imdb.com/title/tt3285356/?ref_=ttep_ep1,,Jerusalem,2013
9/15/2013,"September 15, 2013",Ein Rafa,Israel,15,"The host and crew make their first trip to Israel, the West Bank and Gaza. While the political situation is often tense between the people living in these areas, Bourdain concentrates on their rich history; food and culture; and spends time with local chefs, home cooks, writers and amateur foodies.",2,31.790605,35.116514,9,September,1,364,Middle East,2,Parts Unknown,https://www.imdb.com/title/tt3285356/?ref_=ttep_ep1,,Jerusalem,2013
9/15/2013,"September 15, 2013",Gaza,Palestine,15,"The host and crew make their first trip to Israel, the West Bank and Gaza. While the political situation is often tense between the people living in these areas, Bourdain concentrates on their rich history; food and culture; and spends time with local chefs, home cooks, writers and amateur foodies.",2,31.354676,34.308826,9,September,1,365,Middle East,2,Parts Unknown,https://www.imdb.com/title/tt3285356/?ref_=ttep_ep1,,Jerusalem,2013
9/15/2013,"September 15, 2013",Jerusalem,Israel,15,"The host and crew make their first trip to Israel, the West Bank and Gaza. While the political situation is often tense between the people living in these areas, Bourdain concentrates on their rich history; food and culture; and spends time with local chefs, home cooks, writers and amateur foodies.",2,31.768319,35.21371,9,September,1,366,Middle East,2,Parts Unknown,https://www.imdb.com/title/tt3285356/?ref_=ttep_ep1,,Jerusalem,2013
